MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU
Katowice,40-311,Skrytki Pocztowe Poczta Katowice 015 Al. Niepodleglosci 5,150
Katowice,40-337,Skrytki Pocztowe Poczta Katowice 014 Obroncow Westerplatte 17,204
Katowice,40-424,Skrytki Pocztowe Poczta Katowice 016 (Janow) Pl. Wyzwolenia 4,226
Katowice,40-467,Poczta Katowice 017 (Giszowiec) Przyjazna 3,46
Katowice,40-528,Skrytki Pocztowe Poczta Katowice 035 Gawronow 20,120
Katowice,40-561,Poczta Katowice 024 (Ligota) Hetmanska 1,230
Katowice,40-597,Poczta Katowice 010 (Brynow) Pola Wincentego 14,143
Katowice,40-610,Poczta Katowice 026 (Ochojec) Szenwalda Lucjana 42,139
Katowice,40-663,Skrytki Pocztowe Poczta Katowice 008 Fredry Aleksandra 28,65
Katowice,40-714,Skrytki Pocztowe Poczta Katowice 006 Slupska 1,6
Katowice,40-748,Poczta Katowice 032 (Podlesie) Saska 1,196
Katowice,40-749,Skrytki Pocztowe Poczta Katowice 031 Mruczka Roberta 5,205
Katowice,40-750,Poczta Katowice 030 (Kostuchna) Boya Zelenskiego Tadeusza 75,123
Katowice,40-762,Skrytki Pocztowe Poczta Katowice 019 Panewnicka 75,17
Katowice,40-856,Skrytki Pocztowe Poczta Katowice 004 Gliwicka 127,104
Katowice,40-871,Poczta Katowice 038 Tysiaclecia 90,53
Katowice,40-874,Skrytki Pocztowe Poczta Katowice 022 Tysiaclecia 5,187
Katowice,40-900,Poczta UPP Katowice Pl. Oddzialow Mlodziezy Powst. 6,70
Katowice,40-923,Poczta Katowice 023 Mickiewicza Adama 29,111
Katowice,40-925,Poczta Katowice 025 Pl. Oddzialow Mlodziezy Powstanczej 6,64
Katowice,40-927,Poczta Katowice 027 Sowinskiego Jozefa 35,140
Katowice,40-929,Poczta Katowice 029 Moscickiego Ignacego 1 A,144
Katowice,40-930,Poczta Katowice 021 Mlynska 4,131
Katowice,40-940,Instytucja Dyrekcja Okregu Poczty w Katowicach Pl. Oddzialow Mlodziezy Powstanczej 7,81
Katowice,40-950,Skrytki Pocztowe Poczta UPP Katowice Pl. Oddzialow Mlodziezy Powst. 6,142
Katowice,40-959,"Instytucja Redakcja ""Dziennik Zachodni"" Mlynska 1",61
Katowice,40-749,Cwiklinskiej Mieczyslawy,234
Katowice,40-521,Labedzia,68
Katowice,40-759,Lanowa,46
Katowice,40-750,Lopianowa,74
Katowice,40-748,Lososiowa,163
Katowice,40-637,Lowiecka,8
Katowice,40-647,Lubinowa,126
Katowice,40-215,Luzycka,180
Katowice,40-236,Laczna,218
Katowice,40-781,Lakowa,189
Katowice,40-648,Letowskiego Stanislawa,185
Katowice,40-846,Scianowa,7
Katowice,40-860,Slusarska,239
Katowice,40-316,Sniegowa,181
Katowice,40-563,Srednia,153
Katowice,40-584,Srodkowa,8
Katowice,40-670,Swierkowa,106
Katowice,40-019,Swietego Jacka,51
Katowice,40-012,Swietego Jana,215
Katowice,40-008,Swietego Pawla,2
Katowice,40-014,Swietego Stanislawa,67
Katowice,40-422,Swietej Anny,230
Katowice,40-104,Zrodlana,149
Katowice,40-851,Zelazna,219
Katowice,40-599,Zeliwna,189
Katowice,40-310,Zniwna,159
Katowice,40-212,Zogaly Bruna,225
Katowice,40-697,Zolnierska,203
Katowice,40-686,Zurawia,98
Katowice,40-609,Zuzlowa,120
Katowice,40-063,Zwirki i Wigury,151
Katowice,40-307,Zwirowa,206
Katowice,40-544,Zytnia,136
Katowice,40-242,Zolkiewskiego Stanislawa,123
Mikolow,40-314,Zyzna,234
Bytom,41-933,11 Listopada,61
Bytom,41-923,8 Marca,192
Bytom,41-935,9 Maja,226
Bytom,41-909,Adamka Mikolaja,34
Bytom,41-902,Akacjowa,174
Bytom,41-902,Al. Jana Pawla II,217
Bytom,41-902,Al. Legionow,225
Bytom,41-923,Alberta,20
Bytom,41-902,Alojzjanow,240
Bytom,41-909,Apteczna,246
Bytom,41-909,Armii Krajowej,221
Bytom,41-923,Asnyka Adama,148
Bytom,41-909,Astrow,42
Bytom,41-902,Axentowicza Teodora,174
Bytom,41-905,Baczynskiego Krzysztofa Kamila,161
Bytom,41-923,Barlickiego Norberta,101
Bytom,41-936,Batalionow Chlopskich,23
Bytom,41-902,Batorego Stefana,32
Bytom,41-907,Baltycka,105
Bytom,41-902,Bernardynska,93
Bytom,41-907,Biskupa Wlodarskiego Adriana,80
Bytom,41-935,Blachowka,97
Bytom,41-923,Bluszczowa,104
Bytom,41-906,Bobrecka,110
Bytom,41-936,Boczna,117
Bytom,41-923,Boguslawskiego Wojciecha,94
Bytom,41-902,Boleslawa Chrobrego,181
Bytom,41-905,Boleslawa Krzywoustego,71
Bytom,41-936,Boleslawa Smialego,51
Bytom,41-906,Borowa,152
Bytom,41-910,Bozka Arki,53
Bytom,41-906,Braci Sniadeckich,194
Bytom,41-909,Bratkow,178
Bytom,41-907,Broniewskiego Wladyslawa,217
Bytom,41-902,Browarniana,34
Bytom,41-923,Brzask,226
Bytom,41-902,Brzezinska,243
Bytom,41-923,Bukowa,29
Bytom,41-936,Bytomska,11
Bytom,41-923,Blawatkowa,60
Bytom,41-902,Cegielniana,155
Bytom,41-906,Celna,160
Bytom,41-914,Celna,154
Bytom,41-902,Chelmonskiego Jozefa,132
Bytom,41-902,Chopina Fryderyka,175
Bytom,41-910,Chorzowska,129
Bytom,41-923,Chroboka Ludwika,94
Bytom,41-902,Chrzanowskiego Ignacego,122
Bytom,41-902,Chlodna,89
Bytom,41-923,Chlopska,49
Bytom,41-910,Cicha,153
Bytom,41-923,Cisowa,61
Bytom,41-902,Cybisa Jana,72
Bytom,41-905,Czackiego Tadeusza,67
Bytom,41-905,Czajkowskiego Piotra,206
Bytom,41-936,Czecha Bronislawa,129
Bytom,41-923,Daleka,141
Bytom,41-936,Damrota Konstantego,124
Bytom,41-923,Dembowskiego Edwarda,92
Bytom,41-902,Didura Adama,237
Bytom,41-902,Dojazd,86
Bytom,41-902,Doktora Rostka Jozefa,63
Bytom,41-923,Dolna,18
Bytom,41-923,Dolnoslaska,121
Bytom,41-923,Drobczyka Emanuela,26
Bytom,41-923,Droga Ewy,72
Bytom,41-923,Droga Tomasza,123
Bytom,41-935,Drzewna,201
Bytom,41-902,Drzymaly Michala,202
Bytom,41-936,Dunikowskiego Xawerego,158
Bytom,41-902,Dworcowa,93
Bytom,41-902,Dworska,29
Bytom,41-907,Dywizji Kosciuszkowskiej,179
Bytom,41-902,Dzieci Lwowskich,12
Bytom,41-923,Dzierzonia Jana,120
Bytom,41-914,Dabrowa Miejska,18
Bytom,41-936,Dabrowki,72
Bytom,41-923,Debowa,193
Bytom,41-935,Dluga,150
Bytom,41-923,Dlugosza Jana,30
Bytom,41-923,Elektrownia,99
Bytom,41-923,Elsnera Jozefa,49
Bytom,41-923,Energetyki,54
Bytom,41-902,Estreichera Karola,25
Bytom,41-909,Fabryczna,148
Bytom,41-906,Falista,55
Bytom,41-902,Falata Juliana,78
Bytom,41-923,Feliksa,49
Bytom,41-923,Felinskiego Alojzego,100
Bytom,41-907,Fitelberga Grzegorza,248
Bytom,41-902,Florianska,157
Bytom,41-923,Francuska,234
Bytom,41-902,Fredry Aleksandra,184
Bytom,41-907,Frycza Modrzewskiego Andrzeja,38
Bytom,41-936,Gajowa,84
Bytom,41-902,Gallusa Jozefa,71
Bytom,41-935,Galmanowa,94
Bytom,41-923,Generala Andersa Wladyslawa,77
Bytom,41-910,Generala Bema Jozefa,66
Bytom,41-923,Generala Dabrowskiego Henryka,81
Bytom,41-907,Generala Hallera Jozefa,207
Bytom,41-902,Generala Okulickiego Leopolda Niedzwiadka,226
Bytom,41-902,Generala Pulaskiego Kazimierza,11
Bytom,41-907,Generala Roweckiego Strefana Grota,144
Bytom,41-914,Generala Sikorskiego Wladyslawa,104
Bytom,41-907,Generala Wroblewskiego Zygmunta,207
Bytom,41-905,Glinki Michala,149
Bytom,41-902,Gliwicka,76
Bytom,41-907,Godulska,210
Bytom,41-936,Gombrowicza Witolda,215
Bytom,41-923,Golabka Pawla,12
Bytom,41-902,Grabowa,73
Bytom,41-933,Graniczna,232
Bytom,41-902,Grottgera Artura,222
Bytom,41-923,Gruntowa,155
Bytom,41-936,Gutenberga,18
Bytom,41-902,Gwarecka,95
Bytom,41-933,Gwarkow Tarnogorskich,42
Bytom,41-935,Gornicza,89
Bytom,41-909,Gornoslaska,169
Bytom,41-936,Glogowska,247
Bytom,41-910,Glowackiego Bartosza,157
Bytom,41-902,Gleboka,156
Bytom,41-914,Hajdy Wawrzynca,126
Bytom,41-907,Harcerska,224
Bytom,41-935,Herdy Edmunda,149
Bytom,41-902,Hetmana Czarneckiego Stefana,143
Bytom,41-935,Holeczkow Wawrzynca i Franciszka,136
Bytom,41-923,Hutnicza,192
Bytom,41-902,Jagiellonska,235
Bytom,41-936,Jagodnik,202
Bytom,41-935,Jagodowa,53
Bytom,41-902,Jainty Jozefa,23
Bytom,41-902,Janasa Wincentego,173
Bytom,41-902,Jaronia Jana i Nikodema,222
Bytom,41-923,Jaskolcza,56
Bytom,41-936,Jasna,104
Bytom,41-902,Jaworowa,158
Bytom,41-909,Jalowcowa,1
Bytom,41-923,Jasminowa,92
Bytom,41-923,Jesionowa,184
Bytom,41-905,Jochymczyka Karola,7
Bytom,41-902,Jodlowa,22
Bytom,41-902,Jozefczaka Antoniego,69
Bytom,41-936,Kaczmarczykow,42
Bytom,41-935,Kadlubka Wincentego,15
Bytom,41-902,Kamienska,101
Bytom,41-923,Karbowska,248
Bytom,41-906,Karlika,9
Bytom,41-907,Karpacka,134
Bytom,41-902,Kasperka Jana,248
Bytom,41-902,Kasprowicza Jana,191
Bytom,41-923,Kasztanowa,234
Bytom,41-902,Katowicka,107
Bytom,41-935,Kawki,85
Bytom,41-902,Kazimierza Wielkiego,114
Bytom,41-902,Klonowa,121
Bytom,41-902,Kochanowskiego Jana,246
Bytom,41-936,Kokosowa,15
Bytom,41-935,Kokota Edmunda,191
Bytom,41-902,Kolejowa,103
Bytom,41-905,Kolonia Azotow,5
Bytom,41-906,Kolonia Okrzei,83
Bytom,41-905,Kolonia Rubiez,222
Bytom,41-909,Kolonia Zgorzelec,141
Bytom,41-909,Kolonia Zygmunta,205
Bytom,41-933,Komisja Edukacji Narodowej,226
Bytom,41-902,Konopnickiej Marii,200
Bytom,41-905,Konstytucji,70
Bytom,41-906,Konstytucji,60
Bytom,41-909,Konwalii,238
Bytom,41-902,Kopalniana,65
Bytom,41-935,Korczaka Janusza,229
Bytom,41-902,Korfantego Wojciecha,203
Bytom,41-902,Kossaka Juliusza,249
Bytom,41-907,Kosynierow,72
Bytom,41-910,Kolobrzeska,240
Bytom,41-906,Kollataja Hugona,240
Bytom,41-902,Koscielna,236
Bytom,41-936,Kosciuszki Tadeusza,106
Bytom,41-902,Krakowska,167
Bytom,41-902,Kraszewskiego Jozefa,92
Bytom,41-902,Krawiecka,22
Bytom,41-906,Krancowa,52
Bytom,41-902,Krucza,46
Bytom,41-907,Krupinskiego Boleslawa,231
Bytom,41-902,Kruszcowa,222
Bytom,41-936,Krzemienna,198
Bytom,41-909,Krzyzowa,109
Bytom,41-936,Krzyzowa Gora,194
Bytom,41-902,Krolowej Jadwigi,74
Bytom,41-909,Krotka,15
Bytom,41-935,Ksiecia Poniatowskiego Jozefa,158
Bytom,41-923,Ksiedza Bonczyka Norberta,151
Bytom,41-923,Ksiedza Frenzla Jozefa,119
Bytom,41-935,Ksiedza Jaskolki Pawla,101
Bytom,41-902,Ksiedza Koziolka Karola,175
Bytom,41-933,Ksiedza Leszczyka Antoniego,241
Bytom,41-906,Ksiedza Popieluszki Jerzego,131
Bytom,41-933,Ksiedza Prymasa Hlonda Augusta,55
Bytom,41-935,Ksiedza Prymasa Wyszynskiego Stefana,62
Bytom,41-910,Ksiedza Schenka Waclawa,184
Bytom,41-902,Ksiedza Szafranka Jozefa,196
Bytom,41-909,Ksiedza Zielinskiego Feliksa,69
Bytom,41-909,Ksiedza Sciegiennego Piotra,97
Bytom,41-936,Ku Duklom,214
Bytom,41-902,Kwiatowa,214
Bytom,41-902,Kwietniewskiego Jozefa,201
Bytom,41-902,Kedzierzynska,151
Bytom,41-935,Lazarowka,187
Bytom,41-933,Legnicka,177
Bytom,41-909,Lelewela Joachima,35
Bytom,41-902,Lenartowicza Teofila,58
Bytom,41-923,Leszczynowa,176
Bytom,41-914,Lesna,41
Bytom,41-902,Ligonia Juliusza,170
Bytom,41-902,Ligezy Jozefa,106
Bytom,41-923,Lipowa,158
Bytom,41-909,Ludowa,166
Bytom,41-914,Magdaleny,241
Bytom,41-902,Malczewskiego Jacka,13
Bytom,41-935,Malinowa,144
Bytom,41-900,Skrytki Pocztowe Poczta Bytom 001 Piekarska 6,166
Bytom,41-902,Skrytki Pocztowe Poczta Bytom 002 Miarki Karola 4,204
Bytom,41-905,Skrytki Pocztowe Poczta Bytom 005 (Bobrek) Zabrzanska 132,108
Bytom,41-906,Skrytki Pocztowe Poczta Bytom 006 (Karb) Miechowicka 8,163
Bytom,41-907,Poczta Bytom 007 (Szombierki) Podhalanska 9,207
Bytom,41-908,Skrytki Pocztowe Poczta Oddzial UP Bytom 002 Ksiedza Frenzla Jana 60,81
Bytom,41-909,Skrytki Pocztowe Poczta Bytom 009 Ludowa 2,122
Bytom,41-910,Skrytki Pocztowe Poczta Bytom 010 Glowackiego Bartosza 4,204
Bytom,41-914,Poczta Bytom 014 Strzelcow Bytomskich 128,240
Bytom,41-915,Poczta Bytom 015 (Szombierki) Orzegowska 38,243
Bytom,41-916,Poczta Bytom 016 Witczaka Jana 46,191
Bytom,41-923,Skrytki Pocztowe Poczta Bytom 023 (Miechowice) Nikla pawilon E,215
Bytom,41-925,Poczta Bytom 025 Luzycka 12,112
Bytom,41-926,Skrytki Pocztowe Poczta Bytom 026 Parkowa 2,27
Bytom,41-927,Poczta Bytom 027 Ksiedza Prymasa Hlonda Augusta Pawilon B,242
Bytom,41-933,Skrytki Pocztowe Poczta Bytom 018 Narutowicza Gabriela 16,41
Bytom,41-935,Skrytki Pocztowe Poczta Bytom 020 Strzelcow Bytomskich 379,47
Bytom,41-936,Poczta Bytom 021 (Stolarzowice) Suchogorska 109,104
Bytom,41-902,Lagiewnicka,249
Bytom,41-906,Lanowa,13
Bytom,41-923,Laszczyka Jozefa,138
Bytom,41-935,Lukowa,124
Bytom,41-902,Luzycka,33
Bytom,41-910,Laczna,249
Chelm Slaski,41-403,Poczta Chelm Slaski Slaska 68,39
Chorzow,41-500,11 Listopada,124
Chorzow,41-506,16 Lipca,120
Chorzow,41-503,17 Sierpnia,80
Chorzow,41-500,23 Czerwca,169
Chorzow,41-500,3 Maja,43
Chorzow,41-500,75 Pulku Piechoty,126
Chorzow,41-503,Adamieckiego Karola,145
Chorzow,41-506,Al. Bojownikow o Wolnosc i Demokracje,38
Chorzow,41-500,Al. Dojazdowa,133
Chorzow,41-500,Al. Fali,32
Chorzow,41-500,Al. Gwiazd,41
Chorzow,41-500,Al. Glowna,96
Chorzow,41-500,Al. Harcerska,5
Chorzow,41-500,Al. Klonowa,52
Chorzow,41-500,Al. Lesna,71
Chorzow,41-500,Al. Muzykow,120
Chorzow,41-500,Al. Planetarium,212
Chorzow,41-500,Al. Rozana,145
Chorzow,41-500,Al. Spacerowa,148
Chorzow,41-500,Al. Sportowa,143
Chorzow,41-500,Al. Targowa,137
Chorzow,41-516,Al. Wojska Polskiego,72
Chorzow,41-503,Al. Wycieczkowa,51
Chorzow,41-500,Al. Lani,129
Chorzow,41-500,Al. Zyrafy,56
Chorzow,41-503,Antoniowska,37
Chorzow,41-506,Armii Krajowej,119
Chorzow,41-506,Asnyka Adama,18
Chorzow,41-500,Astrow,123
Chorzow,41-503,Azotowa,114
Chorzow,41-500,Bankowa,128
Chorzow,41-500,Barska,149
Chorzow,41-506,Batorego Stefana,95
Chorzow,41-500,Baltycka,115
Chorzow,41-500,Beskidzka,202
Chorzow,41-500,Boczna,230
Chorzow,41-500,Boleslawa Chrobrego,86
Chorzow,41-503,Bozogrobcow,169
Chorzow,41-503,Brzezinska,88
Chorzow,41-506,Brzozowa,188
Chorzow,41-503,Bytkowska,125
Chorzow,41-500,Bytomska,108
Chorzow,41-500,Blogoslawionej Kingi,67
Chorzow,41-500,Chalupki,197
Chorzow,41-506,Chocimska,150
Chorzow,41-506,Chodkiewicza Karola,133
Chorzow,41-500,Chopina Fryderyka,76
Chorzow,41-500,Chorzowska,83
Chorzow,41-500,Chropaczowska,237
Chorzow,41-506,Cicha,214
Chorzow,41-500,Cieszynska,137
Chorzow,41-500,Cmentarna,76
Chorzow,41-506,Czysta,133
Chorzow,41-506,Czestochowska,149
Chorzow,41-516,Dembowskiego Edwarda,116
Chorzow,41-506,Dobrodzienska,219
Chorzow,41-506,Dojazdowa,188
Chorzow,41-500,Doktora Mieleckiego Andrzeja,95
Chorzow,41-500,Doktora Nowaka Ignacego,106
Chorzow,41-500,Doktora Rostka Jozefa,41
Chorzow,41-500,Doktora Styczynskiego Wincentego,139
Chorzow,41-500,Doktora Urbanowicza Ludwika,208
Chorzow,41-500,Dombka Pawla,248
Chorzow,41-500,Drzymaly Michala,235
Chorzow,41-500,Dworcowa,58
Chorzow,41-506,Dyrekcyjna,67
Chorzow,41-506,Dzialkowa,33
Chorzow,41-516,Debowa,162
Chorzow,41-506,Dluga,91
Chorzow,41-506,Farna,88
Chorzow,41-500,Faski Jana,172
Chorzow,41-500,Filarowa,140
Chorzow,41-500,Florianska,171
Chorzow,41-506,Franciszkanska,247
Chorzow,41-506,Francuska,137
Chorzow,41-506,Fredry Aleksandra,19
Chorzow,41-506,Gagarina Jurija,182
Chorzow,41-500,Gajowa,232
Chorzow,41-503,Gdanska,245
Chorzow,41-506,Generala Bema Jozefa,210
Chorzow,41-500,Generala Dabrowskiego Henryka,218
Chorzow,41-506,Gnieznienska,119
Chorzow,41-500,Golebia,230
Chorzow,41-500,Goscinna,178
Chorzow,41-506,Grabowa,232
Chorzow,41-506,Graniczna,182
Chorzow,41-500,Gruntowa,172
Chorzow,41-500,Grunwaldzka,46
Chorzow,41-516,Grzedziela,249
Chorzow,41-500,Gwarecka,40
Chorzow,41-500,Gorna,57
Chorzow,41-506,Gornicza,139
Chorzow,41-500,Glogowska,41
Chorzow,41-506,Glowackiego Bartosza,13
Chorzow,41-503,Glowna,73
Chorzow,41-500,Hajducka,52
Chorzow,41-506,Hajducka,214
Chorzow,41-506,Hajdy Wawrzyna,197
Chorzow,41-500,Hankego Wita,222
Chorzow,41-503,Harcerska,38
Chorzow,41-516,Hetmanska,132
Chorzow,41-506,Hutnicza,17
Chorzow,41-506,Inwalidzka,58
Chorzow,41-500,Jagiellonska,126
Chorzow,41-500,Janasa Wincentego,35
Chorzow,41-506,Jasinskiego Jakuba,81
Chorzow,41-506,Jasna,76
Chorzow,41-506,Jesionowa,143
Chorzow,41-506,Jodlowa,162
Chorzow,41-506,Jubileuszowa,109
Chorzow,41-503,Kadecka,201
Chorzow,41-500,Kalidego Teodora,194
Chorzow,41-506,Kaliny,5
Chorzow,41-503,Kalusa Jozefa,91
Chorzow,41-503,Karolinki,76
Chorzow,41-506,Karpacka,3
Chorzow,41-500,Karpinskiego Franciszka,176
Chorzow,41-506,Karwinska,2
Chorzow,41-506,Karlowicza Mieczyslawa,61
Chorzow,41-503,Kasprowicza Jana,72
Chorzow,41-506,Kasztanowa,69
Chorzow,41-500,Kaszubska,191
Chorzow,41-500,Katowicka,204
Chorzow,41-500,Kazimierza Wielkiego,13
Chorzow,41-500,Kilinskiego Jana,233
Chorzow,41-516,Klimzy,81
Chorzow,41-506,Klonowa,108
Chorzow,41-503,Kluczborska,159
Chorzow,41-506,Kochanowskiego Jana,116
Chorzow,41-506,Kochlowicka,8
Chorzow,41-503,Kolejowa,68
Chorzow,41-500,Konopnickiej Marii,111
Chorzow,41-500,Kopalniana,166
Chorzow,41-500,Kopernika Mikolaja,146
Chorzow,41-500,Kozielska,130
Chorzow,41-500,Kosciuszki Tadeusza,216
Chorzow,41-503,Kosciuszki Tadeusza,46
Chorzow,41-503,Krakowska,56
Chorzow,41-500,Krakusa,112
Chorzow,41-503,Kresowa,61
Chorzow,41-500,Kruszcowa,246
Chorzow,41-500,Krzywa,20
Chorzow,41-500,Krzyzowa,170
Chorzow,41-503,Krolowej Jadwigi,223
Chorzow,41-500,Krotka,135
Chorzow,41-506,Kreta,217
Chorzow,41-500,Ksiecia Wladyslawa Opolskiego,241
Chorzow,41-500,Ksiedza Biskupa Bogdaina Bernarda,144
Chorzow,41-506,Ksiedza Biskupa Gawliny Jozefa,212
Chorzow,41-500,Ksiedza Biskupa Krasickiego Janka,222
Chorzow,41-506,Ksiedza Biskupa Lisieckiego Arkadiusza,12
Chorzow,41-506,Ksiedza Biskupa Wlodarskiego Adriana,19
Chorzow,41-500,Ksiedza Bonczyka Norberta,21
Chorzow,41-506,Ksiedza Czempiela Jozefa,36
Chorzow,41-500,Ksiedza Damrota Konstantego,162
Chorzow,41-500,Ksiedza Dzierzonia Jana,85
Chorzow,41-500,Ksiedza Ficka Jana,147
Chorzow,41-506,Ksiedza Gawliny Jozefa,88
Chorzow,41-506,Ksiedza Galeczki Jana,198
Chorzow,41-516,Ksiedza Galeczki Jana,36
Chorzow,41-506,Ksiedza Konarskiego Stanislawa,239
Chorzow,41-506,Ksiedza Kordeckiego Augustyna,97
Chorzow,41-506,Ksiedza Kollataja Hugona,102
Chorzow,41-506,Ksiedza Machy Jana,169
Chorzow,41-516,Ksiedza Ryszki Jozefa,91
Chorzow,41-500,Ksiedza Skargi Piotra,149
Chorzow,41-500,Ksiedza Stabika Antoniego,144
Chorzow,41-506,Ksiedza Staszica Stanislawa,64
Chorzow,41-506,Ksiedza Strzybnego Augustyna,113
Chorzow,41-500,Kwiatowa,193
Chorzow,41-500,Kedzierzynska,167
Chorzow,41-503,Langiewicza Mariana,227
Chorzow,41-503,Legnicka,163
Chorzow,41-506,Lelewela Joachima,166
Chorzow,41-506,Lesna,113
Chorzow,41-500,Ligonia Juliusza,118
Chorzow,41-506,Limanowskiego Boleslawa,99
Chorzow,41-500,Lipinska,166
Chorzow,41-506,Lipowa,127
Chorzow,41-500,Lompy Jozefa,111
Chorzow,41-500,Lwowska,169
Chorzow,41-503,Maciejkowicka,99
Chorzow,41-503,Majetnego Henryka,53
Chorzow,41-500,Marianska,194
Chorzow,41-506,Maronia Jozefa,228
Chorzow,41-503,Mazurska,32
Chorzow,41-500,Mala,167
Chorzow,41-500,Metalowcow,237
Chorzow,41-500,Miarki Karola,242
Chorzow,41-503,Michalkowicka,96
Chorzow,41-506,Mickiewicza Adama,11
Chorzow,41-500,Miechowicka,116
Chorzow,41-500,Mila,141
Chorzow,41-500,Moniuszki Stanislawa,46
Chorzow,41-500,Morcinka Gustawa,149
Chorzow,41-500,Moscickiego Ignacego,145
Chorzow,41-516,Mlodziezowa,175
Chorzow,41-506,Mlynska,32
Chorzow,41-503,Narutowicza Gabriela,75
Chorzow,41-500,Niedurnego Piotra,145
Chorzow,41-506,Niemcewicza Juliana,132
Chorzow,41-500,Nomiarki,68
Chorzow,41-500,Nowa,26
Chorzow,41-506,Obroki,21
Chorzow,41-506,Obroncow Chorzowa,228
Chorzow,41-506,Odrodzenia,9
Chorzow,41-506,Odrowazow,78
Chorzow,41-506,Odrzanska,108
Chorzow,41-500,Ogrodowa,197
Chorzow,41-503,Okrzei Stefana,243
Chorzow,41-500,Okrezna,95
Chorzow,41-506,Olchowa,146
Chorzow,41-503,Olszewskiego Karola,111
Chorzow,41-500,Omankowskiej Janiny,238
Chorzow,41-500,Opolska,49
Chorzow,41-506,Orkana Wladyslawa,242
Chorzow,41-506,Orlat,152
Chorzow,41-506,Orzeszkowej Elizy,192
Chorzow,41-500,Paderewskiego Ignacego,121
Chorzow,41-500,Park,228
Chorzow,41-500,Park Hutniczy,156
Chorzow,41-503,Parkowa,43
Chorzow,41-516,Piaskowa,145
Chorzow,41-506,Piekarska,133
Chorzow,41-506,Pl. 15 Grudnia,198
Chorzow,41-500,Pl. Atrakcji,48
Chorzow,41-500,Pl. Dworcowy,42
Chorzow,41-500,Pl. Hutnikow,73
Chorzow,41-500,Pl. Matejki Jana,46
Chorzow,41-500,Pl. Mickiewicza Adama,131
Chorzow,41-500,Pl. Mistrzow,116
Chorzow,41-506,Pl. Osiedlowy,186
Chorzow,41-503,Pl. Piastowski,7
Chorzow,41-500,Pl. Powstancow Slaskich,243
Chorzow,41-506,Pl. Warynskiego Ludwika,179
Chorzow,41-503,Pl. Swietego Jana,139
Chorzow,41-503,Plater Emilii,237
Chorzow,41-500,Skrytki Pocztowe Poczta Chorzow 001 Pocztowa 1,96
Chorzow,41-503,Skrytki Pocztowe Poczta Chorzow 003 Siemianowicka 52,6
Chorzow,41-506,Skrytki Pocztowe Poczta Chorzow 006 (Batory) Pl. Warynskiego Ludwika 1,120
Chorzow,41-507,Poczta Chorzow 007 Opolska 6,145
Chorzow,41-512,Poczta Chorzow 012 Generala Dabrowskiego Henryka 45,230
Chorzow,41-513,Poczta Chorzow 013 Beskidzka 15,52
Chorzow,41-515,Poczta Chorzow 015 Batorego Stefana 64,163
Chorzow,41-516,Poczta Chorzow 016 Szczecinska 10,36
Chorzow,41-530,Instytucja ZUS oddzial Chorzow Dabrowskiego 45,181
Chorzow,41-500,Lagiewnicka,194
Chorzow,41-506,Lukasinskiego Waleriana,83
Chorzow,41-516,Lakowa,114
Czeladz,41-250,Skrytki Pocztowe Poczta Czeladz 001 1 Maja 29,182
Czeladz,41-253,Skrytki Pocztowe Poczta Czeladz 003 Spacerowa 4,177
Czeladz,41-254,Poczta Czeladz 004 Tuwima Juliana 41,195
Dabrowa Gornicza,41-300,11 Listopada,56
Dabrowa Gornicza,41-300,1 Maja,89
Dabrowa Gornicza,41-300,3 Maja,228
Dabrowa Gornicza,41-300,6 Sierpnia,26
Dabrowa Gornicza,41-300,9 Maja,102
Dabrowa Gornicza,41-300,Adamieckiego Karola,46
Dabrowa Gornicza,41-300,Adamskiego Wladyslawa,57
Dabrowa Gornicza,41-300,Al. Pilsudskiego Jozefa,88
Dabrowa Gornicza,41-303,Al. Pilsudskiego Jozefa,91
Dabrowa Gornicza,41-300,Al. Roz,205
Dabrowa Gornicza,41-300,Al. Zaglebia Dabrowskiego,165
Dabrowa Gornicza,41-303,Al. Zaglebia Dabrowskiego,158
Dabrowa Gornicza,41-300,Asnyka Adama,89
Dabrowa Gornicza,41-300,Bandrowskiego Jana Kadema,180
Dabrowa Gornicza,41-300,Biskupa Adamskiego Wladyslawa,174
Dabrowa Gornicza,41-300,Bobrowa,201
Dabrowa Gornicza,41-300,Bohomolca Franciszka,141
Dabrowa Gornicza,41-300,Braci Pekalskich,250
Dabrowa Gornicza,41-303,Bratkow,201
Dabrowa Gornicza,41-303,Brzozowa,136
Dabrowa Gornicza,41-300,Buczka Mariana,200
Dabrowa Gornicza,41-303,Budowlanych,206
Dabrowa Gornicza,41-303,Bukowa,31
Dabrowa Gornicza,41-300,Bledowska,164
Dabrowa Gornicza,41-303,Cedlera Edmunda,230
Dabrowa Gornicza,41-300,Chopina Fryderyka,175
Dabrowa Gornicza,41-300,Ciasna,13
Dabrowa Gornicza,41-300,Cicha,225
Dabrowa Gornicza,41-300,Cieplaka Zygmunta,244
Dabrowa Gornicza,41-300,Cieszkowskiego Augusta,169
Dabrowa Gornicza,41-300,Cupiala Jana,13
Dabrowa Gornicza,41-300,Czaplinskiego Wladyslawa,212
Dabrowa Gornicza,41-300,Dekerta Jana,134
Dabrowa Gornicza,41-300,Dembowskiego Edwarda,139
Dabrowa Gornicza,41-300,Dojazdowa,114
